"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"","131461","survey-text","10","2.0.0","824338","prr20aoqhqg","","","","{""image_description"":""Think of an upisde down person whose left leg is exploded into a pool of blood. \nthe person's torso is like a trapezoid. their right arm is a square\nThe left arm is a trianle\nthe head is like a golf club\nthe right leg looks like a Roblox leg\nthe pool of blood is like 2 right angle triangles pointing to the left back to back""}","","","","","stimuli/145.jpg","hard","NaN","Think of an upisde down person whose left leg is exploded into a pool of blood. 
the person's torso is like a trapezoid. their right arm is a square
The left arm is a trianle
the head is like a golf club
the right leg looks like a Roblox leg
the pool of blood is like 2 right angle triangles pointing to the left back to back","67","",""
"","140469","survey-text","11","2.0.0","964820","prr20aoqhqg","","","","{""image_description"":""a right-angle triangle. The longer leg is pointed upwards. If you drew a right angle triangle longer leg along the horzon and then rotated it around 30 degrees down while holding down the left point, you would get the shape  ""}","","","","","stimuli/1.jpg","easy","NaN","a right-angle triangle. The longer leg is pointed upwards. If you drew a right angle triangle longer leg along the horzon and then rotated it around 30 degrees down while holding down the left point, you would get the shape  ","40","",""
"","46871","survey-text","12","2.0.0","1011699","prr20aoqhqg","","","","{""image_description"":""looks like the head of a wrench\n""}","","","","","stimuli/57.jpg","medium","NaN","looks like the head of a wrench
","7","",""
"","82727","survey-text","13","2.0.0","1094443","prr20aoqhqg","","","","{""image_description"":""you get a lobster claw and then put a square on the bigger claw piece and put 2 triangles pointing the opposite direction of the claw opening on the bottom claw piece. ""}","","","","","stimuli/129.jpg","hard","NaN","you get a lobster claw and then put a square on the bigger claw piece and put 2 triangles pointing the opposite direction of the claw opening on the bottom claw piece. ","32","",""
"","19433","survey-text","14","2.0.0","1113888","prr20aoqhqg","","","","{""image_description"":""pac man if he was square shaped and had a tail""}","","","","","stimuli/113.jpg","hard","NaN","pac man if he was square shaped and had a tail","11","",""
"","44238","survey-text","15","2.0.0","1158138","prr20aoqhqg","","","","{""image_description"":""dinosaur footprint where the lower claw is connected to a trapezoid like shape""}","","","","","stimuli/65.jpg","medium","NaN","dinosaur footprint where the lower claw is connected to a trapezoid like shape","13","",""
"","9739","survey-text","16","2.0.0","1167887","prr20aoqhqg","","","","{""image_description"":""a cleaver stuck in a trunk""}","","","","","stimuli/73.jpg","medium","NaN","a cleaver stuck in a trunk","6","",""
"","52739","survey-text","17","2.0.0","1220641","prr20aoqhqg","","","","{""image_description"":""pi symbol, but it is wearing a party hat and has fat legs""}","","","","","stimuli/153.jpg","hard","NaN","pi symbol, but it is wearing a party hat and has fat legs","13","",""
"","38995","survey-text","18","2.0.0","1259651","prr20aoqhqg","","","","{""image_description"":""a paper boat-shaped thing on top of a trapezoid and two rectangles. ""}","","","","","stimuli/81.jpg","medium","NaN","a paper boat-shaped thing on top of a trapezoid and two rectangles. ","12","",""
"","13107","survey-text","19","2.0.0","1272769","prr20aoqhqg","","","","{""image_description"":""a comb with only two fat teeth""}","","","","","stimuli/41.jpg","easy","NaN","a comb with only two fat teeth","7","",""
"","28779","survey-text","20","2.0.0","1301562","prr20aoqhqg","","","","{""image_description"":""An isosceles triangle where the bottom sticks out a little bit""}","","","","","stimuli/17.jpg","easy","NaN","An isosceles triangle where the bottom sticks out a little bit","11","",""
"","45978","survey-text","21","2.0.0","1347548","prr20aoqhqg","","","","{""image_description"":""a rectangle and a square with very spiky bits\n""}","","","","","stimuli/137.jpg","hard","NaN","a rectangle and a square with very spiky bits
","9","",""
"","30957","survey-text","22","2.0.0","1378519","prr20aoqhqg","","","","{""image_description"":""an axe blade with a very short handle""}","","","","","stimuli/49.jpg","easy","NaN","an axe blade with a very short handle","8","",""
"","4470","survey-text","23","2.0.0","1383001","prr20aoqhqg","","","","{""image_description"":""a trapezoid\n""}","","","","","stimuli/9.jpg","easy","NaN","a trapezoid
","2","",""
"","7934","survey-text","24","2.0.0","1390943","prr20aoqhqg","","","","{""participant_major"":""Cognitive and behavior neuroscience""}","","","","","","","","","","",""
"","2196","survey-multi-choice","25","2.2.0","1393143","prr20aoqhqg","","","","{""participant_gender"":""Male""}","","","","","","","","","","[1]","[0]"
