"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","participant_gender","stimulus","response","timeout","failed_images","failed_audio","failed_video","figure","difficulty","response_time_seconds","text_response","word_count","response_index","question_order"
"","47064","survey-text","10","2.0.0","531399","pr3s8uyrb03","","","","{""image_description"":""square with two traingle cutouts on left side (small). one triangle cut out of the bottom right corner and one cut out (very large) on right side, triangle facing up. ""}","","","","","stimuli/61.jpg","medium","NaN","square with two traingle cutouts on left side (small). one triangle cut out of the bottom right corner and one cut out (very large) on right side, triangle facing up. ","30","",""
"","85767","survey-text","11","2.0.0","617192","pr3s8uyrb03","","","","{""image_description"":""a rounded square with cutouts. cutout 1 is on bottom left corner, is a rectangle diagonally right reaching to center of square. 3 traingle cutouts along bottom of large shape (small)""}","","","","","stimuli/101.jpg","medium","NaN","a rounded square with cutouts. cutout 1 is on bottom left corner, is a rectangle diagonally right reaching to center of square. 3 traingle cutouts along bottom of large shape (small)","31","",""
"","74470","survey-text","12","2.0.0","691665","pr3s8uyrb03","","","","{""image_description"":""top, left and bottom left points of a star with the right side mishapen. There  is no right point and the bottom right point is bent""}","","","","","stimuli/45.jpg","easy","NaN","top, left and bottom left points of a star with the right side mishapen. There  is no right point and the bottom right point is bent","26","",""
"","109025","survey-text","13","2.0.0","800695","pr3s8uyrb03","","","","{""image_description"":""roughly a rectangle with cutouts. one trianlgle on bottom pointing up, reaches 1/3 of height. One big cutout on top right corner diagnally down and left. shape of a crow head if just the silouette""}","","","","","stimuli/93.jpg","medium","NaN","roughly a rectangle with cutouts. one trianlgle on bottom pointing up, reaches 1/3 of height. One big cutout on top right corner diagnally down and left. shape of a crow head if just the silouette","35","",""
"","24483","survey-text","14","2.0.0","825181","pr3s8uyrb03","","","","{""image_description"":""triangle with longest tip facing diagonally bottom left corner""}","","","","","stimuli/5.jpg","easy","NaN","triangle with longest tip facing diagonally bottom left corner","9","",""
"","32167","survey-text","15","2.0.0","857352","pr3s8uyrb03","","","","{""image_description"":""bruh. like the letter G if only made of sharp edges. ""}","","","","","stimuli/85.jpg","medium","NaN","bruh. like the letter G if only made of sharp edges. ","11","",""
"","75602","survey-text","16","2.0.0","932957","pr3s8uyrb03","","","","{""image_description"":""portrait (portait vs landscape directions) rectangle with a sharp triangle from center of right side. triangle points diagonally up to top right conrer. ""}","","","","","stimuli/77.jpg","medium","NaN","portrait (portait vs landscape directions) rectangle with a sharp triangle from center of right side. triangle points diagonally up to top right conrer. ","23","",""
"","63337","survey-text","17","2.0.0","996294","pr3s8uyrb03","","","","{""image_description"":""square with many cutouts all aimed in towards the center 4 large cutouts and rough edges. ""}","","","","","stimuli/157.jpg","hard","NaN","square with many cutouts all aimed in towards the center 4 large cutouts and rough edges. ","16","",""
"","115130","survey-text","18","2.0.0","1111425","pr3s8uyrb03","","","","{""image_description"":""roughly a square with cutouts. 1) on top, triangle facing diagonally down to left side. 2) trop left side diagonlly right facing triangle. 3) rectangle (small) on bottom left""}","","","","","stimuli/69.jpg","medium","NaN","roughly a square with cutouts. 1) on top, triangle facing diagonally down to left side. 2) trop left side diagonlly right facing triangle. 3) rectangle (small) on bottom left","29","",""
"","150798","survey-text","19","2.0.0","1262223","pr3s8uyrb03","","","","{""image_description"":""thin rectnagle at the 2oclock and 7 oclock postion. verticle off that is 2 shapes. 1) a triangle with point facing up is at far left edge and base is 1/3 of thin rectangle. 2) an upsidedown cheesegrater shape jsut to the right of the triangle and its liek there is a triangle laying on its side on top of the upsidedown cheese grater. ""}","","","","","stimuli/37.jpg","easy","NaN","thin rectnagle at the 2oclock and 7 oclock postion. verticle off that is 2 shapes. 1) a triangle with point facing up is at far left edge and base is 1/3 of thin rectangle. 2) an upsidedown cheesegrater shape jsut to the right of the triangle and its liek there is a triangle laying on its side on top of the upsidedown cheese grater. ","64","",""
"","92082","survey-text","20","2.0.0","1354336","pr3s8uyrb03","","","","{""image_description"":""rectangle that has been made wider on the right short side. then an L shape has been cut in the right side""}","","","","","stimuli/13.jpg","easy","NaN","rectangle that has been made wider on the right short side. then an L shape has been cut in the right side","22","",""
"","18830","survey-text","21","2.0.0","1373172","pr3s8uyrb03","","","","{""image_description"":""stopsign with the bottom left being a square""}","","","","","stimuli/29.jpg","easy","NaN","stopsign with the bottom left being a square","8","",""
"","35475","survey-text","22","2.0.0","1408652","pr3s8uyrb03","","","","{""image_description"":""take a square and make many jagged cutouts of usually traingle shapes""}","","","","","stimuli/141.jpg","hard","NaN","take a square and make many jagged cutouts of usually traingle shapes","12","",""
"","20681","survey-text","23","2.0.0","1429338","pr3s8uyrb03","","","","{""image_description"":""like a silouettle of a t-rex on a rock on a smaller rock""}","","","","","stimuli/117.jpg","hard","NaN","like a silouettle of a t-rex on a rock on a smaller rock","13","",""
"","7669","survey-text","24","2.0.0","1437012","pr3s8uyrb03","","","","{""participant_major"":""Cognitive Science""}","","","","","","","","","","",""
"","2298","survey-multi-choice","25","2.2.0","1439312","pr3s8uyrb03","","","","{""participant_gender"":""Female""}","","","","","","","","","","[0]","[0]"
